GTIN 12,GTIN 13,MPN,MODEL,ASIN,TITLE,CATEGORY,MANUFACTURER,BRAND,CONTRIBUTORS,INGREDIENTS,NUTRITION FACTS,COLOR,FORMAT,SIZE,LENGTH,WIDTH,HEIGHT,WEIGHT,DESCRIPTION,FEATURES,IMAGE 1,IMAGE 2,IMAGE 3,IMAGE 4,IMAGE 5,STORE NAME 1,STORE COUNTRY 1,STORE CURRENCY 1,STORE CURRENCY SYMBOL 1,STORE PRICE 1,STORE LINK 1,STORE NAME 2,STORE COUNTRY 2,STORE CURRENCY 2,STORE CURRENCY SYMBOL 2,STORE PRICE 2,STORE LINK 2,STORE NAME 3,STORE COUNTRY 3,STORE CURRENCY 3,STORE CURRENCY SYMBOL 3,STORE PRICE 3,STORE LINK 3,STORE NAME 4,STORE COUNTRY 4,STORE CURRENCY 4,STORE CURRENCY SYMBOL 4,STORE PRICE 4,STORE LINK 4,STORE NAME 5,STORE COUNTRY 5,STORE CURRENCY 5,STORE CURRENCY SYMBOL 5,STORE PRICE 5,STORE LINK 5
850397004019,0850397004019,B25293,,B00A1CE18O,"Thats It Nutrition Thats It  Fruit Bar, 1.2 Oz","Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements","Thats It.","Thats It.",,"Apples, Pears.","Energy 286 kcal, Protein 2.86 g, Total lipid (fat) 0.00 g, Carbohydrate, by difference 77.14 g, Fiber, total dietary 8.6 g, Sugars, total 68.57 g, Calcium, Ca 57 mg, Iron, Fe 2.94 mg, Sodium, Na 43 mg, Vitamin C, total ascorbic acid 9.8 mg, Vitamin A, IU 0 IU, Fatty acids, total saturated 0.000 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,,,,,15.51lb,"Fruit Bar, Apple/Pear, Wrapper 1.2 OZ 1 apple + 1 pear in this fruit bar. No added sugar. No preservatives. 100 calories. 3 g of fiber. Non GMO. No fat. Gluten free. All natural. Kosher. Vegan. Raw. USDA recommends 2-4 fruit servings/day. Satisfy hunger and energize with Thats it. All we use is fruit, no preservatives, no nuts. www.thatsitfruit.com. Non GMO Project verified. nongmoproject.org. Certified gluten-free. Produced with solar energy. Made in the USA. Allergens: Manufactured in a plant that processes milk, eggs, tree nuts, peanuts and soy. There may be rare occurrences of fruit pits, stems, or seed fragments in this product. 1.2 oz (35 g) PO Box 641841 Los Angeles, CA 90064 888-862-5235 2012 Thats it Nutrition, LLC.","- 1138155   ",https://images.barcodelookup.com/1032/10324362-1.jpg,,,,,Vitacost.com,US,USD,$,1.19,http://clickserve.dartsearch.net/link/click?lid=43700049338235428&ds_s_kwgid=58700005420260494&ds_url_v=2&ds_dest_,LuckyVitamin.com,US,USD,$,2.21,https://www.luckyvitamin.com/p-0-?site=google_base,UnbeatableSale.com,US,USD,$,25.18,http://www.greatermedical.com/bab25293.html,Rakuten.com,US,USD,$,25.72,https://www.rakuten.com/shop/unbeatablesale/product/BAB25293/?sku=BAB25293&scid=af_feed,GoVets,US,USD,$,26.10,https://www.govets.com/food-and-beverage/nutritional-bars/that-s-it-food-and-beverage-nutritional-bars-850397004019-270-1138155
850397004071,0850397004071,B27831,,,"That's It Fruit Bar - Apple and Mango - Case of 12 - 1.2 Oz","Food, Beverages & Tobacco > Food Items","That's It.(R)","That`s It",,"Apples, Mangoes.","Protein 0 G, Total lipid (fat) 0 G, Carbohydrate, by difference 77.14 G, Energy 286 KCAL, Sugars, total including NLEA 65.71 G, Fiber, total dietary 8.6 G, Calcium, Ca 31 MG, Iron, Fe 2.86 MG, Potassium, K 471 MG, Sodium, Na 71 MG, Vitamin D (D2 + D3), International Units 0 IU, Vitamin C, total ascorbic acid 42.9 MG, Cholesterol 0 MG, Fatty acids, total trans 0 G, Fatty acids, total saturated 0 G",,,,,,,0.01lb,"This is the perfect healthy vegan alternative! Kids LOVE these quick and easy grab-and-go style snacks. Its healthy, sweet and chewy. Ideal Camping Food or Emergency Preparedness Snacks That Last! And these delicious trail food bars have a shelf life up to 2 years, which makes it the perfect addition to your emergency kit! 100% FRUIT Packed In a Bar! Start your day our right with 2 whole pieces of fruit for breakfast! Thats IT brings pure organic yummy fruit to your daily diet. No added sugar or preservatives make this a healthy and delicious treat. Two pieces of fruit layered together and 22 grams of all natural and healthy carbs Thats It! Dont wait! Enjoy Thats it.Fruit Bars Now! Try a variety pack with Mango Banana Pear Strawberry and MOREThats It. That Good! What's in the Box? 12 bars in Mango flavor.",,https://images.barcodelookup.com/1032/10324369-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.13,https://www.luckyvitamin.com/p-556226-that-s-it-fruit-bar-apple-mango-1-2-oz?site=google_base,Walmart,US,USD,$,3.43,https://www.walmart.com/ip/That-s-It-Fruit-Bar-Apple-and-Mango-Case-of-12-1-2-oz/30971328&intsrc=CATF_4284,UnbeatableSale.com,US,USD,$,25.18,http://www.gourmet-foodshop.com/bab27831.html,Rakuten.com,US,USD,$,25.25,https://www.rakuten.com/shop/unbeatablesale/product/KEHE4688/?sku=KEHE4688&scid=af_feed,GoVets,US,USD,$,26.10,https://www.govets.com/food-and-beverage/nutritional-bars/that-s-it-food-and-beverage-nutritional-bars-850397004071-270-1175975
850397004132,0850397004132,1517580,,,"That's It Fruit Bar - Apple and Blueberry - Case of 12 - 1.2 Oz","Food, Beverages & Tobacco > Food Items > Fruits & Vegetables > Fresh & Frozen Fruits > Apples","That&apos;s It.","That&apos;s It.",,"Apples, Blueberries.","Energy 286 kcal, Protein 2.86 g, Total lipid (fat) 0.00 g, Carbohydrate, by difference 74.29 g, Fiber, total dietary 11.4 g, Sugars, total 54.29 g, Calcium, Ca 57 mg, Iron, Fe 5.88 mg, Sodium, Na 71 mg, Vitamin C, total ascorbic acid 9.8 mg, Vitamin A, IU 0 IU, Fatty acids, total saturated 0.000 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,All,,,,,"All Natural 2 Ingredient Fruit Bar.",,https://images.barcodelookup.com/1032/10326102-1.jpg,,,,,LuckyVitamin.com,US,USD,$,1.04,https://www.luckyvitamin.com/p-650003-that-s-it-fruit-bar-apple-blueberries-1-2-oz?site=google_base,"Eastern Mountain Sports",US,USD,$,2.29,http://www.ems.com/that%E2%80%99s-it-apple-%2B-blueberries-fruit-bar/29570300006.html,Vitacost.com,US,USD,$,1.32,https://www.vitacost.com/thats-it-fruit-bar-apple-blueberry?csrc=GPF-850397004132,GoVets,US,USD,$,26.10,https://www.govets.com/food-and-beverage/nutritional-bars/that-s-it-food-and-beverage-nutritional-bars-850397004132-270-1517580,UnbeatableSale.com,US,USD,$,28.08,http://www.gourmet-foodshop.com/gnfi8705.html
850397004217,0850397004217,44199375,,,"That'S It Fruit Bar - Apple and Strawberry, 1.2 Oz","Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements","That&apos;s It.","That&apos;s It.",,"Apples, Strawberries.","Energy 286 kcal, Protein 2.86 g, Total lipid (fat) 0.00 g, Carbohydrate, by difference 62.86 g, Fiber, total dietary 11.4 g, Sugars, total 48.57 g, Calcium, Ca 0 mg, Iron, Fe 1.18 mg, Sodium, Na 86 mg, Vitamin C, total ascorbic acid 7.8 mg, Vitamin A, IU 0 IU, Fatty acids, total saturated 0.000 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,All,,,,,"That's It Fruit Bar Apple+ Strawberries is an all naturalfruit barmade from 100% realfruit. Thesefruit barscontain only two ingredients, oneappleand 12 strawberries! Seriously,that'sit!That'sItApple+ Strawberries flavoredFruit Barsare gluten free, vegan, and raw.",,https://images.barcodelookup.com/1032/10326105-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.24,https://www.luckyvitamin.com/p-650001-that-s-it-fruit-bar-apple-strawberries-1-2-oz?site=google_base,Walmart,US,USD,$,1.66,https://www.walmart.com/ip/That-S-It-Fruit-Bar-Apple-And-Strawberry-1-2-Oz/119138121&intsrc=CATF_4284,Rakuten.com,US,USD,$,23.78,https://www.rakuten.com/shop/unbeatablesale/product/GNFI8682/?sku=GNFI8682&scid=af_feed,GoVets,US,USD,$,26.10,https://www.govets.com/food-and-beverage/nutritional-bars/that-s-it-food-and-beverage-nutritional-bars-850397004217-270-1551282,UnbeatableSale.com,US,USD,$,28.08,http://www.gourmet-foodshop.com/gnfi8682.html
850397004538,0850397004538,1721265,,,"Fruit Bar","Food, Beverages & Tobacco > Food Items","That's It Nutrition, Llc","That's It Nutrition, LLC",,"Apples, Coconut.","Calcium, Ca 0 MG, Iron, Fe 2.06 MG, Sodium, Na 0 MG, Vitamin A, IU 0 IU, Vitamin C, total ascorbic acid 3.4 MG, Cholesterol 0 MG, Protein 2.86 G, Total lipid (fat) 7.14 G, Carbohydrate, by difference 60 G, Energy 314 KCAL, Sugars, total including NLEA 37.14 G, Fiber, total dietary 5.7 G, Fatty acids, total saturated 5.71 G",,,,,,,,"Fruit Bar. Serving size: 35 Grm.",,https://images.barcodelookup.com/1963/19633142-1.jpg,,,,,"Eastern Mountain Sports",US,USD,$,2.29,http://www.ems.com/that%E2%80%99s-it-apple-%2B-coconut-fruit-bar/29571500006.html,Rakuten.com,US,USD,$,25.14,https://www.rakuten.com/shop/etailz/product/175-1721265/?sku=175-1721265&scid=af_feed,UnbeatableSale.com,US,USD,$,26.90,http://www.greatermedical.com/gnfi3217.html,,,,,,,,,,,,
850460005004,0850460005004,850460005004,,,"Kuli Kuli Bar - Crunchy Almond - Case of 12 - 1.6 Oz.","Food, Beverages & Tobacco > Food Items","Kuli Kuli Inc.","Kuli Kuli Inc.",,"Dates, Almonds, Pumpkin Seeds, Moringa, Chia Seeds, Cinnamon, Sea Salt, Organic Sunflower Oil.","Calcium, Ca 178 MG, Iron, Fe 0 MG, Vitamin D (D2 + D3), International Units 0 IU, Cholesterol 0 MG, Protein 11.11 G, Total lipid (fat) 11.11 G, Carbohydrate, by difference 62.22 G, Energy 400 KCAL, Sugars, total including NLEA 40 G, Fiber, total dietary 11.1 G, Sodium, Na 89 MG, Fatty acids, total trans 0 G, Fatty acids, total saturated 1.11 G",,,,,,,,"Plump dates and a tad of agave nectar add a hint of sweetness to a delicious moringa and almond medley. Simple and nutritious, just like the doctor ordered.",,https://images.barcodelookup.com/1032/10326410-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.05,https://www.luckyvitamin.com/p-663717-kuli-kuli-moringa-energy-bar-crunchy-almond-1-6-oz?utm_source=cj&utm_medium=affiliate&utm_term=KuliKuliMoringaEnergyBarCrunchyAlmond16oz&utm_content=140684&utm_campaign=cj&site=www.,Walmart,US,USD,$,2.85,https://www.walmart.com/ip/Kuli-Kuli-Bar-Crunchy-Almond-Case-of-12-1-6-oz/169265873&intsrc=CATF_4287,UnbeatableSale.com,US,USD,$,35.01,http://www.gourmet-foodshop.com/bngla34346.html,Rakuten.com,US,USD,$,41.21,https://www.rakuten.com/shop/etailz/product/175-1577840/?sku=175-1577840&scid=af_feed,,,,,,
850460005011,0850460005011,BWC76696,,B00PULEXDE,"Kuli  Bar - Black Cherry - Case of 12 - 1.6 Oz. -","Food, Beverages & Tobacco > Food Items","Kuli Kuli","Kuli Kuli",,"Cherries, Almonds, Dates, Moringa, Organic Sunflower Oil.","Energy 400 kcal, Protein 13.33 g, Total lipid (fat) 13.33 g, Carbohydrate, by difference 57.78 g, Fiber, total dietary 17.8 g, Sugars, total 35.56 g, Calcium, Ca 178 mg, Iron, Fe 3.56 mg, Potassium, K 691 mg, Sodium, Na 0 mg, Vitamin D 0 IU, Fatty acids, total saturated 0.000 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,All,,,,3.09lb,"Tart cherries and sun-ripened dates mingle with moringa to produce a vibrant cherry bar that is sure to keep you coming back for more.Ingredients.","- Kuli Kuli Bar Black Cherry Gf (12x1.6 Oz)   ",https://images.barcodelookup.com/2733/27331600-1.jpg,https://images.barcodelookup.com/2733/27331600-2.jpg,,,,LuckyVitamin.com,US,USD,$,2.89,https://www.luckyvitamin.com/p-663715-kuli-kuli-moringa-energy-bar-black-cherry-1-6-oz?utm_source=cj&utm_medium=affiliate&utm_term=KuliKuliMoringaEnergyBarBlackCherry16oz&utm_content=140685&utm_campaign=cj&site=www.cj.,Walmart,US,USD,$,2.85,https://www.walmart.com/ip/Kuli-Bar-Black-Cherry-Case-of-12-1-6-oz/156688786&intsrc=CATF_4287,GoVets,US,USD,$,34.90,https://www.govets.com/food-and-beverage/nutritional-bars/kuli-kuli-food-and-beverage-nutritional-bars-850460005011-270-1577865,UnbeatableSale.com,US,USD,$,36.49,http://www.gourmet-foodshop.com/bngla34210.html,Rakuten.com,US,USD,$,36.06,https://www.rakuten.com/shop/unbeatablesale/product/BNGLA34210/?sku=BNGLA34210&scid=af_feed
850460005028,0850460005028,BWC76697,,,"Moringa Bar Drk Chlt","Food, Beverages & Tobacco > Food Items","Kuli Kuli","Kuli Kuli",,"Dates, Dark Chocolate (*cane Sugar, *cocoa Liquor, *cocoa Butter, *vanilla Almonds, Tapioca Syrup, Moringa, *sunflower Oil.","Energy 444 kcal, Protein 8.89 g, Total lipid (fat) 20.00 g, Carbohydrate, by difference 60.00 g, Fiber, total dietary 8.9 g, Sugars, total 37.78 g, Calcium, Ca 178 mg, Iron, Fe 7.11 mg, Sodium, Na 22 mg, Vitamin C, total ascorbic acid 2.4 mg, Vitamin A, IU 396 IU, Fatty acids, total saturated 5.560 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,,,,,6.23lb,"Kuli Kuli's gluten free, Non-GMO, and dairy free Moringa Superfood bars are made with no more than five wholesome ingredients and a nutritious brust of moringa that meets a growing consumer desire for greens on the go. Our dark chocolate bar features deliciously, chewy date and almond base with a hint of our organically sourced cacao to savor the palate of a chocolate lover.",,https://images.barcodelookup.com/1032/10326411-1.jpg,,,,,LuckyVitamin.com,US,USD,$,3.14,https://www.luckyvitamin.com/p-663718-kuli-kuli-moringa-energy-bar-dark-chocolate-1-6-oz?utm_source=cj&utm_medium=affiliate&utm_term=KuliKuliMoringaEnergyBarDarkChocolate16oz&utm_content=140686&utm_campaign=cj&site=www,Walmart,US,USD,$,2.85,https://www.walmart.com/ip/MORINGA-BAR-DRK-CHLT/151318991&intsrc=CATF_4287,Rakuten.com,US,USD,$,35.01,https://www.rakuten.com/shop/unbeatablesale/product/BNGLA34299/?sku=BNGLA34299&scid=af_feed,GoVets,US,USD,$,34.64,https://www.govets.com/food-and-beverage/nutritional-bars/kuli-kuli-food-and-beverage-nutritional-bars-850460005028-270-1577873,UnbeatableSale.com,US,USD,$,36.49,http://www.gourmet-foodshop.com/bngla34299.html
852466006009,0852466006009,38007413B805231E,,B01FRQQCWQ,"Simply Gum All Natural Gum - Cinnamon - Pack of 12 - 15 Count","Food, Beverages & Tobacco > Food Items > Candy & Chocolate","Simply Gum","SIMPLY GUM",,,,,,All,,,,0.08,"Dairy Free*Yeast Free*Kosher.","- Simply Gum All Natural Gum - Cinnamon - Pack of 12   - Dairy Free   - Vegan   ",https://images.barcodelookup.com/1033/10330921-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.20,https://www.luckyvitamin.com/p-1054906-simply-gum-all-natural-gum-cinnamon-15-piece-s?site=google_base,"Thrive Market",US,USD,$,2.49,https://thrivemarket.com/p/simply-gum-cinnamon-gum,Vitacost.com,US,USD,$,2.69,http://clickserve.dartsearch.net/link/click?lid=43700049338235428&ds_s_kwgid=58700005420260494&ds_url_v=2&ds_dest_,Walmart,US,USD,$,3.91,https://www.walmart.com/ip/Simply-Gum-Simply-Gum-Gum-15-ea/184375655,UnbeatableSale.com,US,USD,$,9.31,http://www.gourmet-foodshop.com/gnfi9650.html
852466006016,0852466006016,TLTRFMBGVJ2FDEIS,,,"Simply Gum All Natural Gum - Mint - Case of 12 - 15 Count","Food, Beverages & Tobacco > Food Items > Candy & Chocolate","Simply Gum","Simply Gum",,,,,,All,,,,0.0661,"Refreshing and long lasting, our Mint gum contains no aspartame, no plastic and no other synthetics. Each pack is handcrafted in New York, with the highest quality ingredients on the market. That means our gum is not only better for your body, it's also biodegradable and better for the planet. Tasting Note Our gum tastes different from regular gum. Since we don't use artificial flavors, the taste is more subtle and less sweet. It is also softer. Kosher, Vegan and Non GMO.",,https://images.barcodelookup.com/1033/10330920-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.68,https://www.luckyvitamin.com/p-1054905-simply-gum-all-natural-gum-mint-15-piece-s?site=google_base,Vitacost.com,US,USD,$,2.69,http://clickserve.dartsearch.net/link/click?lid=43700049338235428&ds_s_kwgid=58700005420260494&ds_url_v=2&ds_dest_,Walmart,US,USD,$,3.91,https://www.walmart.com/ip/Simply-Gum-Mint-Natural-Chewing-Gum-Non-GMO-Vegan-6-Packs-90-Pieces/158486451,"Thrive Market",US,USD,$,4.98,https://thrivemarket.com/p/simply-gum-peppermint-gum,UnbeatableSale.com,US,USD,$,37.67,http://www.gourmet-foodshop.com/gnfi9701.html
852466006030,0852466006030,Q4MJTJOPYBHZBCVV,,B01BCCACTS,"Simply Gum All Natural Gum - Ginger - Case of 12 - 15 Count","Food, Beverages & Tobacco > Food Items > Candy & Chocolate","Simply Gum","Simply Gum",,,,,,All,3.9,5.2,2.6,0.0661,"Our delicious Ginger gum contains no aspartame, no plastic and no other synthetics. Each pack is handcrafted in New York, with the highest quality ingredients on the market. That means our gum is not only better for your body, it's also biodegradable and better for the planet. Tasting Note Our gum tastes different from regular gum. Since we don't use artificial flavors, the taste is more subtle and less sweet. It is also softer. Kosher, Vegan and Non GMO.","- No plastic, aspartame or synthetics   - Kosher   - Vegan   - Non-GMO   - 15 pieces   ",https://images.barcodelookup.com/1033/10330919-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.20,https://www.luckyvitamin.com/p-1054904-simply-gum-all-natural-gum-ginger-15-piece-s?site=google_base,"Thrive Market",US,USD,$,2.49,https://thrivemarket.com/p/simply-gum-ginger-gum,Vitacost.com,US,USD,$,2.69,http://clickserve.dartsearch.net/link/click?lid=43700049338235428&ds_s_kwgid=58700005420260494&ds_url_v=2&ds_dest_,GoVets,US,USD,$,37.22,https://www.govets.com/food-and-beverage/candy-and-chewing-gum/simply-gum-food-and-beverage-candy-and-chewing-gum-852466006030-270-1767680,Rakuten.com,US,USD,$,38.40,https://www.rakuten.com/shop/greenmarket/product/H-1767680/?sku=H-1767680&scid=af_feed
852684003415,0852684003415,00341,,B0121K5UVU,"Superfood Protein Bar, Dark Chocolate Coconut Sea Salt","Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars","Health Warrior, Inc.","Health Warrior, Inc.",,"Ancient Grain Blend (chia, Oats, Organic Quinoa), Brown Rice Syrup, Pea Crisp (pea Protein Isolate, Pea Starch, Rice Flour, Calcium Carbonate), Almonds, Organic Agave Syrup, Organic Dark Chocolate Chips (organic Sugar, Organic Cocoa Liquor, Organic Cocoa Butter, Organic Vanilla), Coconut Flakes, Cocoa Powder, Arabic Gum, Natural Flavors, Sea Salt, Mixed Tocopherols (natural Vitamin E).","Protein 20 G, Total lipid (fat) 16 G, Carbohydrate, by difference 50 G, Energy 400 KCAL, Sugars, total including NLEA 22 G, Fiber, total dietary 10 G, Calcium, Ca 300 MG, Iron, Fe 7.2 MG, Magnesium, Mg 80 MG, Sodium, Na 360 MG, Vitamin A, IU 0 IU, Vitamin C, total ascorbic acid 0 MG, Cholesterol 0 MG, Fatty acids, total trans 0 G, Fatty acids, total saturated 4 G, Fatty acids, total monounsaturated 5 G, Fatty acids, total polyunsaturated 5 G",,,,12.5,7,6,300,"Superfood Protein Bar, Dark Chocolate Coconut Sea Salt. Serving size: 1 Bar.","- Important - Refrigerated items are perishable and tend to have short shelf lives - some of these can be as little as two weeks from the date of receipt - if you are ordering a large quantity, or are otherwise concerned about expiration dates, consider a frozen product.   ",https://images.barcodelookup.com/1032/10328160-1.jpg,,,,,LuckyVitamin.com,US,USD,$,1.99,https://www.luckyvitamin.com/p-0-?utm_source=cj&utm_medium=affiliate&utm_term=HealthWarriorSuperfoodProteinBarDarkChocolateCoconutSeaSalt176oz&utm_content=145902&utm_campaign=cj&site=www.cj.com,Rakuten.com,US,USD,$,31.43,https://www.rakuten.com/shop/unbeatablesale/product/GNFI1323/?sku=GNFI1323?scid=af_feed,,,,,,,,,,,,,,,,,,
853555006689,0853555006689,1790348,,B01FRQ4YVW,"Gomacro Macrobar Bar, Coconut, Almond Butter + Chocolate Chip, 2.3 Oz.","Health & Beauty > Health Care",Gomacro,Gomacro,,,,,,All,,,,,"Gomacro Macrobar Bar, Coconut, Almond Butter + Chocolate Chip Is Made With Wholesome, Sustainably Sourced Ingredients. This Small Bar Packs A Big Punch With 10 G. Of Protein Per Serving. Not Only Are These Macrobiotic Bars Delicious, They Are Also Organic, Vegan, Gluten-free, Kosher And Non-gmo. Each Package Of Gomacro Macrobar Bar, Coconut, Almond Butter + Chocolate Chip Contains One 2.3 Oz. Bar.","- 1838531   ",https://images.barcodelookup.com/1033/10334970-1.jpg,,,,,LuckyVitamin.com,US,USD,$,3.11,https://www.luckyvitamin.com/p-1396583-gomacro-organic-macrobar-everlasting-joy-coconut-almond-butter-chocolate-chips-2-3-oz?utm_source=cj&utm_medium=affiliate&utm_term=GoMacroOrganicMacroBarEverlastingJoyCoconutAlmondButterChocol,Target,US,USD,$,2.89,https://www.target.com/p/gomacro-coconut-almond-butter-38-chocolate-chips-macrobar-2-3oz/-/A-52309503&intsrc=CATF_1444,CVS,US,USD,$,2.99,https://www.cvs.com/shop/gomacro-organic-high-protein-macrobar-chocolate-chip-1-ct-prodid-1990060?skuid=317824&WT.mc_id=ps_google_pla_317824,GoVets,US,USD,$,36.88,https://www.govets.com/food-and-beverage/nutritional-bars/gomacro-food-and-beverage-nutritional-bars-853555006689-270-1838531,UnbeatableSale.com,US,USD,$,40.28,http://www.gourmet-foodshop.com/gnfi14474.html
855188003578,0855188003578,855188003578,,,"Justin&apos;s Nut Butter - Peanut Butter Cups White Chocolate - 1.4 Oz.","Food, Beverages & Tobacco > Food Items","Justin's Nut Butter","Justin's Nut Butter",,"Organic White Chocolate (organic Evaporated Cane Sugar, Organic Cocoa Butter*, Organic Whole Milk Powder, Organic Soy Lecithin, Organic Vanilla), Organic Peanuts, Organic Powdered Evaporated Cane Sugar, Organic Peanut Flour, Organic Palm Fruit Oil**, Organic Vanilla Flavor, Sea Salt, Organic Soy Lecithin.","Energy 550 kcal, Protein 10.00 g, Total lipid (fat) 40.00 g, Carbohydrate, by difference 47.50 g, Fiber, total dietary 2.5 g, Sugars, total 42.50 g, Calcium, Ca 100 mg, Iron, Fe 1.12 mg, Sodium, Na 375 mg, Vitamin C, total ascorbic acid 0.0 mg, Vitamin A, IU 312 IU, Fatty acids, total saturated 22.500 g, Fatty acids, total trans 0.000 g, Cholesterol 12 mg",,,All,,,,"0.2 lb","Justins Nut Butter - Peanut Butter Cups White Chocolate - 1.4 oz. (40g) Justins Nut Butter Peanut Butter Cups White Chocolate are great. Theyre about to flabbergast your taste buds. Youre thinking wait is that dangerous? Also is that really how you use that word? First of all no its not danger.",,https://images.barcodelookup.com/1032/10327881-1.jpg,,,,,LuckyVitamin.com,US,USD,$,2.44,https://www.luckyvitamin.com/p-713217-justin-s-nut-butter-peanut-butter-cups-white-chocolate-1-4-oz?site=google_base,UnbeatableSale.com,US,USD,$,28.76,http://www.gourmet-foodshop.com/gnfi1561.html,Rakuten.com,US,USD,$,28.76,https://www.rakuten.com/shop/unbeatablesale/product/GNFI1561/?sku=GNFI1561&scid=af_feed,GoVets,US,USD,$,29.12,https://www.govets.com/food-and-beverage/chocolate/justin-s-nut-butter-food-and-beverage-chocolate-855188003578-270-1351683,,,,,,
855188003974,0855188003974,JUSTINS_259050_One-Size,,,"Justin'S Mini Dark Chocolate Peanut Butter Cups, 4.7 Oz","Food, Beverages & Tobacco > Food Items > Dairy Products > Butter & Margarine","Albanese Confectionery",Justin's,,"Organic Dark Chocolate (organic Evaporated Cane Sugar, Organic Chocolate Liquor*, Organic Cocoa Butter*, Organic Soy Lecithin, Organic Vanilla), Organic Peanuts, Organic Powdered Evaporated Cane Sugar, Organic Peanut Flour, Organic Palm Fruit Oil**, Organic Vanilla Flavor, Sea Salt, Organic Soy Lecithin.","Energy 525 kcal, Protein 10.00 g, Total lipid (fat) 35.00 g, Carbohydrate, by difference 52.50 g, Fiber, total dietary 2.5 g, Sugars, total 42.50 g, Calcium, Ca 0 mg, Iron, Fe 1.12 mg, Sodium, Na 300 mg, Vitamin C, total ascorbic acid 0.0 mg, Vitamin A, IU 0 IU, Fatty acids, total saturated 17.500 g, Fatty acids, total trans 0.000 g, Cholesterol 0 mg",,,,,,,0.32,"Justin's Mini Dark Chocolate Peanut Butter Cups Are Certified Usda Organic And Individually-wrapped. We Use Naturally-delicious Ingredients Like Organic Peanuts, Sustainably-sourced Palm Oil And Rain Forest Alliance Certified Cocoa. Our Mini Peanut Butter Cups Come In One 4.7 Oz. Bag And Are Certified Gluten-free.",,https://images.barcodelookup.com/1032/10329229-1.jpg,,,,,LuckyVitamin.com,US,USD,$,5.52,https://www.luckyvitamin.com/p-760121-justin-s-nut-butter-mini-peanut-butter-cups-dark-chocolate-4-7-oz?site=google_base,Target,US,USD,$,4.99,https://www.target.com/p/justin-s-dark-chocolate-peanut-butter-cups-4-7oz/-/A-21549971,"Thrive Market",US,USD,$,4.99,https://thrivemarket.com/p/justins-peanut-butter-cups-dark-chocolate-mini,Vitacost.com,US,USD,$,4.99,http://clickserve.dartsearch.net/link/click?lid=43700049338235428&ds_s_kwgid=58700005420260494&ds_url_v=2&ds_dest_,CVS,US,USD,$,5.99,https://www.cvs.com/shop/justin-s-mini-dark-chocolate-peanut-butter-cups-4-7-oz-prodid-711879?skuid=711879&WT.mc_id=ps_google_pla_711879
